AL012011,             ARLENE,     13,
20050912, 1800,  , TS, 31.7N,  77.3W,  60,  989,  140,  140,  100,  120,   70,   70,    0,   70,    0,    0,    0,    0,
20050913, 0000,  , TS, 31.8N,  77.7W,  60,  989,  140,  120,  120,  120,   70,   70,   70,   70,    0,    0,    0,    0,
20050913, 0600,  , TS, 31.9N,  77.9W,  60,  990,  140,  120,  120,  120,   70,   70,   70,   70,    0,    0,    0,    0,
20050913, 1200,  , TS, 32.1N,  78.0W,  60,  989,  140,  120,  100,  100,   70,   60,   60,   60,    0,    0,    0,    0,
20050913, 1800,  , TS, 32.3N,  78.1W,  60,  988,  140,  120,  100,  100,   70,   60,   50,   50,    0,    0,    0,    0,
20050914, 0000,  , HU, 32.6N,  78.1W,  65,  985,  120,  120,  100,  100,   60,   60,   60,   60,   30,   30,   45,   45,
20050914, 0600,  , HU, 32.9N,  78.0W,  70,  980,  120,  120,  100,   70,   60,   75,   60,   45,   30,   45,   45,   30,
20050914, 1200,  , HU, 33.4N,  77.7W,  75,  980,  120,  120,  100,   70,   60,   75,   60,   45,   30,   45,   45,   30,
20050914, 1800,  , HU, 33.9N,  77.5W,  75,  979,  120,  120,  100,   70,   60,   75,   60,   50,   30,   45,   30,   30,
20050915, 0000,  , HU, 34.2N,  76.9W,  75,  979,  120,  120,  100,   50,   75,   75,   60,   35,   35,   35,   30,   25,
20050915, 0600,  , HU, 34.5N,  76.3W,  70,  982,  120,  120,  100,   50,   75,   75,   60,   35,   35,   35,   30,   25,
20050915, 1200,  , HU, 34.7N,  75.8W,  65,  984,  120,  120,  100,   50,   75,   75,   60,   35,   35,   35,   30,   25,
20050915, 1800,  , HU, 34.7N,  75.6W,  65,  986,  120,  120,  100,   50,   60,   60,   50,   35,   35,   35,    0,    0,
20050916, 0000,  , TS, 34.6N,  75.1W,  60,  987,  100,  120,  100,   50,   50,   60,   50,   35,    0,    0,    0,    0,
20050916, 0600,  , TS, 34.7N,  74.8W,  55,  993,  100,  100,   75,   60,   50,   60,   45,   30,    0,    0,    0,    0,
20050916, 1200,  , TS, 35.4N,  74.4W,  50,  995,  100,  100,   75,   60,   50,   60,    0,    0,    0,    0,    0,    0,
20050916, 1800,  , TS, 36.4N,  73.6W,  55,  993,  100,  100,   75,   60,   50,   60,    0,    0,    0,    0,    0,    0,
20050917, 0000,  , TS, 37.3N,  72.7W,  55,  995,  100,  125,   90,   50,   60,   75,    0,    0,    0,    0,    0,    0,
20050917, 0600,  , TS, 38.7N,  71.4W,  50, 1000,  120,  150,   90,   50,   75,   90,    0,    0,    0,    0,    0,    0,
20050917, 1200,  , TS, 40.0N,  69.7W,  50,  997,  120,  150,   90,   50,   75,   90,    0,    0,    0,    0,    0,    0,
20050917, 1800,  , TS, 41.6N,  67.3W,  50,  995,  120,  150,   90,   50,   75,   90,    0,    0,    0,    0,    0,    0,
20050918, 0000,  , EX, 43.2N,  64.9W,  45,  996,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 0600,  , EX, 44.8N,  62.6W,  45, 1000,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 1200,  , EX, 46.2N,  59.9W,  45, 1000,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 1800,  , EX, 47.4N,  56.2W,  45,  999,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050919, 0000,  , EX, 48.4N,  52.3W,  45, 1000,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050919, 0600,  , EX, 49.0N,  48.8W,  45, 1001,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050919, 1200,  , EX, 49.5N,  45.7W,  45, 1000,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050919, 1800,  , EX, 50.0N,  42.1W,  45,  999,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050920, 0000,  , EX, 50.9N,  38.5W,  45,  998,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050920, 0600,  , EX, 51.5N,  34.7W,  40, 1000,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050920, 1200,  , EX, 52.2N,  30.5W,  40, 1003,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050920, 1800,  , EX, 52.8N,  26.5W,  40, 1001,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050921, 0000,  , EX, 53.8N,  22.0W,  40,  998,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050921, 0600,  , EX, 55.3N,  17.7W,  35,  998,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050921, 1200,  , EX, 57.6N,  14.6W,  35,  998,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050921, 1800,  , EX, 59.8N,  11.9W,  35,  996,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 0000,  , EX, 61.7N,   8.4W,  35,  993,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 0600,  , EX, 63.6N,   4.5W,  35,  993,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 1200,  , EX, 65.6N,   1.0W,  35,  994,  120,  150,   90,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 1800,  , EX, 67.5N,   1.9E,  30,  995,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050923, 0000,  , EX, 68.8N,   6.6E,  30,  997,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
AL172005,           PHILIPPE,     28,
20050917, 1200,  , TD, 13.3N,  54.5W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050917, 1800,  , TS, 13.5N,  54.9W,  35, 1007,    0,   75,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 0000,  , TS, 13.9N,  55.1W,  40, 1003,   15,   75,   20,   15,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 0600,  , TS, 14.4N,  55.3W,  45, 1000,   20,   70,   20,   20,    0,    0,    0,    0,    0,    0,    0,    0,
20050918, 1200,  , TS, 14.9N,  55.5W,  50,  996,   40,   60,   20,   30,   20,   20,    0,    0,    0,    0,    0,    0,
20050918, 1800,  , TS, 15.6N,  55.7W,  55,  993,   70,   60,   30,   50,   20,   20,    0,   20,    0,    0,    0,    0,
20050919, 0000,  , HU, 16.2N,  55.8W,  65,  987,   70,   60,   30,   50,   25,   25,   20,   25,   15,   15,    0,    0,
20050919, 0600,  , HU, 16.7N,  55.9W,  65,  987,   70,   60,   30,   30,   25,   25,   20,   20,   15,   15,    0,    0,
20050919, 1200,  , HU, 17.2N,  56.2W,  65,  987,   70,   70,   30,   30,   25,   25,   20,   20,   15,   15,    0,    0,
20050919, 1800,  , HU, 17.5N,  56.4W,  65,  987,   75,   75,   30,   30,   30,   30,   20,   20,   15,   15,    0,    0,
20050920, 0000,  , HU, 17.7N,  56.6W,  70,  985,   75,   75,   30,   30,   30,   30,   20,   20,   15,   15,    0,    0,
20050920, 0600,  , HU, 17.9N,  56.8W,  65,  987,   90,   90,   20,   50,   30,   30,    0,   20,   15,   15,    0,    0,
20050920, 1200,  , TS, 18.1N,  57.0W,  60,  990,   90,   90,   20,   50,   30,   30,    0,   20,    0,    0,    0,    0,
20050920, 1800,  , TS, 18.5N,  57.2W,  55,  992,   90,   75,   30,   30,   25,    0,    0,    0,    0,    0,    0,    0,
20050921, 0000,  , TS, 18.9N,  57.2W,  55,  994,   90,   75,   30,   30,   25,    0,    0,    0,    0,    0,    0,    0,
20050921, 0600,  , TS, 19.4N,  57.1W,  50,  997,  120,  120,    0,   30,   25,    0,    0,    0,    0,    0,    0,    0,
20050921, 1200,  , TS, 19.9N,  57.0W,  45, 1000,  120,  120,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050921, 1800,  , TS, 20.8N,  56.9W,  40, 1001,  100,  100,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 0000,  , TS, 22.4N,  56.7W,  35, 1002,   90,   90,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 0600,  , TS, 23.8N,  56.8W,  35, 1003,   75,   75,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 1200,  , TS, 25.2N,  57.2W,  35, 1003,   75,   75,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050922, 1800,  , TS, 26.7N,  57.6W,  35, 1003,   75,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050923, 0000,  , TS, 28.3N,  58.2W,  35, 1003,   75,    0,    0,   75,    0,    0,    0,    0,    0,    0,    0,    0,
20050923, 0600,  , TS, 30.2N,  60.1W,  35, 1003,   60,    0,    0,   60,    0,    0,    0,    0,    0,    0,    0,    0,
20050923, 1200,  , TD, 30.5N,  62.2W,  30, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050923, 1800,  , LO, 30.2N,  63.7W,  30, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050924, 0000,  , LO, 29.2N,  63.8W,  30, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050924, 0600,  , LO, 28.6N,  62.8W,  25, 1004,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
